year,movie,movie_id,duration,genre,rate,synopsis,votes,gross,release_date,popularity,awards_wins,Oscar_Best_Picture_won,Oscar_nominated
2018,Spider-Man: Into the Spider-Verse,tt4633694,117,Animation|Action|Adventure,8.69999981,"Teen Miles Morales becomes Spider-Man of his reality, crossing his path with five counterparts from other dimensions to stop a threat for all realities.",84106,161150000,14/12/2018,6,14,No,1
2016,Loving,tt4669986,123,Biography|Drama|Romance,7.0999999,"The story of Richard and Mildred Loving, an interracial couple, whose challenge of their anti-miscegenation arrest for their marriage in Virginia led to a legal battle that would end at the US Supreme Court.",9367,159615,04/11/2016,117,0,No,1
2016,Collateral Beauty,tt4682786,97,Drama|Romance,6.5999999,"Retreating from life after a tragedy, a man questions the universe by writing to Love, Time and Death. Receiving unexpected answers, he begins to see how these things interlock and how even loss can reveal moments of meaning and beauty.",11436,29850000,16/12/2016,64,1,No,0
2016,Hidden Figures,tt4846340,127,Biography|Drama|History,7.9000001,Based on a true story. A team of African-American women provide NASA with important mathematical data needed to launch the program's first successful space missions.,9938,61890000,06/01/2017,9,3,No,3
2017,Lady Bird,tt4925292,94,Comedy|Drama,7.9000001,"In 2002, an artistically inclined seventeen-year-old girl comes of age in Sacramento, California.",39099,41610000,,20,12,No,5
2016,Split,tt4972582,117,Horror|Thriller,7.5999999,After three girls are kidnapped by a man with 24 distinct personalities they must find some of the different personalities that can help them while running away and staying alive from the others.,2416,,20/01/2017,3,0,No,0
2016,Moonlight,tt4975722,111,Drama,8.5,"A timeless story of human self-discovery and connection, Moonlight chronicles the life of a young black man from childhood to adulthood as he struggles to find his place in the world while growing up in a rough neighborhood of Miami.",14324,11480000,18/11/2016,15,29,Yes,8
2017,Dunkirk,tt5013056,106,Action|Drama|History,8.10000038,"Allied soldiers from Belgium, the British Empire and France are surrounded by the German Army, and evacuated during a fierce battle in World War II.",331183,188370000,21/07/2017,26,10,No,8
2017,"Three Billboards Outside Ebbing, Missouri",tt5027774,115,Crime|Drama,8.30000019,A mother personally challenges the local authorities to solve her daughter's murder when they fail to catch the culprit.,71689,37250000,,4,25,No,7
2018,Mary Poppins Returns,tt5028340,130,Comedy|Family|Fantasy,7.19999981,"Decades after her original visit, the magical nanny returns to help the Banks siblings and Michael's children through a difficult time in their lives.",29620,160650000,19/12/2018,23,0,No,4
2017,Get Out,tt5052448,104,Horror|Mystery|Thriller,7.69999981,"It's time for a young African-American to meet with his white girlfriend's parents for a weekend in their secluded estate in the woods, but before long, the friendly and polite ambience will give way to a nightmare.",241946,175850000,24/02/2017,15,21,No,4
2018,The Favourite,tt5083738,119,Biography|Comedy|Drama,7.9000001,"In early 18th century England, a frail Queen Anne occupies the throne and her close friend, Lady Sarah, governs the country in her stead. When a new servant, Abigail, arrives, her charm endears her to Sarah.",28329,22990000,21/12/2018,15,32,No,10
2018,Isle of Dogs,tt5104604,101,Animation|Adventure|Comedy,7.9000001,"Set in Japan, Isle of Dogs follows a boy's odyssey in search of his lost dog.",91447,32020000,13/04/2018,235,2,No,2
2016,Jim: The James Foley Story,tt5278466,111,Documentary|Biography,7.80000019,"An in-depth look at the life and work of American journalist James Foley, who was killed by ISIS terrorists in 2014.",631,,02/09/2016,,0,No,1
2017,All the Money in the World,tt5294550,132,Biography|Crime|Drama,7.0999999,The story of the kidnapping of 16-year-old John Paul Getty III and the desperate attempt by his devoted mother to convince his billionaire grandfather Jean Paul Getty to pay the ransom.,11044,24530000,25/12/2017,51,0,No,1
2017,Marshall,tt5301662,118,Biography|Drama,7.19999981,"About a young Thurgood Marshall, the first African-American Supreme Court Justice, as he battles through one of his career-defining cases.",4799,10050000,,301,1,No,1
2018,Never Look Away,tt5311542,188,Drama|History|Thriller,7.30000019,"German artist Kurt Barnert has escaped East Germany and now lives in West Germany, but is tormented by his childhood under the Nazis and the GDR-regime.",1010,,03/10/2018,2082,0,No,2
2017,The Big Sick,tt5462602,120,Comedy|Drama|Romance,7.69999981,"Pakistan-born comedian Kumail Nanjiani and grad student Emily Gardner fall in love but struggle as their cultures clash. When Emily contracts a mysterious illness, Kumail finds himself forced to face her feisty parents, his family's expectations, and his true feelings.",67615,42870000,14/07/2017,82,3,No,1
2018,Border,tt5501104,110,Drama|Fantasy|Romance,7.30000019,A customs officer who can smell fear develops an unusual attraction to a strange traveler while aiding a police investigation which will call into question her entire existence.,3254,770000,26/10/2018,933,0,No,1
2017,"I, Tonya",tt5580036,120,Biography|Comedy|Drama,7.69999981,"Competitive ice skater Tonya Harding rises amongst the ranks at the U.S. Figure Skating Championships, but her future in the activity is thrown into doubt when her ex-husband intervenes.",23050,18900000,19/01/2018,14,12,No,3
2017,The Shape of Water,tt5580390,123,Adventure|Drama|Fantasy,7.9000001,"At a top secret research facility in the 1950s, a lonely janitor forms a unique relationship with an amphibious creature that is being held in captivity.",47034,37900000,22/12/2017,1,27,Yes,13
2017,The Florida Project,tt5649144,111,Drama,7.80000019,"Set over one summer, the film follows precocious six-year-old Moonee as she courts mischief and adventure with her ragtag playmates and bonds with her rebellious but caring mother, all while living in the shadows of Walt Disney World.",15058,5660000,,71,9,No,1
2017,Call Me by Your Name,tt5726616,132,Drama|Romance,8.30000019,"In Northern Italy in 1983, seventeen year-old Elio begins a relationship with visiting Oliver, his father's research assistant, with whom he bonds over his emerging sexuality, their Jewish heritage, and the beguiling Italian landscape.",38170,11300000,,7,17,No,4
2017,Phantom Thread,tt5776858,130,Drama|Romance,8.39999962,"Set in 1950's London, Reynolds Woodcock is a renowned dressmaker whose fastidious life is disrupted by a young, strong-willed woman, Alma, who becomes his muse and lover.",7380,10710000,,11,10,No,6
2017,Victoria & Abdul,tt5816682,111,Biography|Drama|History,6.80000019,Queen Victoria strikes up an unlikely friendship with a young Indian clerk named Abdul Karim.,12888,22250000,06/10/2017,151,1,No,2
2018,Ralph Breaks the Internet,tt5848272,112,Animation|Adventure|Comedy,7.30000019,"Six years after the events of ""Wreck-It Ralph,"" Ralph and Vanellope, now friends, discover a wi-fi router in their arcade, leading them into a new adventure.",39583,194360000,21/11/2018,48,0,No,1
2017,"Roman J. Israel, Esq.",tt6000478,122,Crime|Drama,6.30000019,"Roman J. Israel, Esq., a driven, idealistic defense attorney, finds himself in a tumultuous series of events that lead to a crisis and the necessity for extreme action.",3205,11940000,,115,0,No,1
2018,First Reformed,tt6053438,113,Drama|Mystery|Thriller,7.0999999,"A minister of a small congregation in upstate New York grapples with mounting despair brought on by tragedy, worldly concerns and a tormented past.",23248,3450000,18/05/2018,299,9,No,1
2018,Roma,tt6155172,135,Drama,8.10000038,A year in the life of a middle-class family's maid in Mexico City in the early 1970s.,54490,,,24,29,No,10
2018,Vice,tt6266538,132,Biography|Comedy|Drama,7.0999999,"The story of Dick Cheney, an unassuming bureaucratic Washington insider, who quietly wielded immense power as Vice President to George W. Bush, reshaping the country and the globe in ways that we still feel today.",17986,39530000,25/12/2018,14,6,No,8
2017,The Post,tt6294822,116,Biography|Drama|History,7.4000001,A cover-up that spanned four U.S. Presidents pushed the country's first female newspaper publisher and a hard-driving editor to join an unprecedented battle between the press and the government.,21292,58790000,12/01/2018,6,0,No,2
2018,The Ballad of Buster Scruggs,tt6412452,133,Comedy|Drama|Musical,7.4000001,"Six tales of life and violence in the Old West, following a singing gunslinger, a bank robber, a traveling impresario, an elderly prospector, a wagon train, and a perverse pair of bounty hunters.",61551,,09/11/2018,60,0,No,3
2018,Cold War,tt6543652,89,Drama|Music|Romance,7.80000019,"A passionate love story between two people of different backgrounds and temperaments, who are fatefully mismatched and yet condemned to each other. Set against the background of the Cold ... See full summary »",16874,770000,21/12/2018,107,3,No,3
2018,Mother,tt6597824,19,Short|Drama,7.5999999,"While at home in her apartment with her own mother in Spain, a woman gets a phone call from her six-year-old son, who's on holiday in France with his father. Every parent's nightmare ensues.",131,,,,0,No,1
2018,"Hale County This Morning, This Evening",tt6634646,76,Documentary,6.80000019,"Composed of intimate and unencumbered moments of people in a community, this film is constructed in a form that allows the viewer an emotive impression of the Historic South - trumpeting ... See full summary »",173,60000,,,0,No,1
2018,A Quiet Place,tt6644200,90,Drama|Horror|Mystery,7.5999999,"In a post-apocalyptic world, a family is forced to live in silence while hiding from monsters with ultra-sensitive hearing.",262896,188020000,06/04/2018,43,7,No,1
2018,Marguerite,tt6803040,19,Short|Drama,8.10000038,An aging woman and her nurse develop a friendship that inspires her to unearth unacknowledged longing and thus help her make peace with her past.,135,,,,0,No,1
2018,Detainment,tt6813264,30,Short|Drama,8.10000038,Two ten year-old boys are detained by police under suspicion of abducting and murdering a toddler. A true story based on interview transcripts and records from the James Bulger case which shocked the world in 1993.,333,,,3078,0,No,1
2018,Mirai,tt6900448,98,Animation|Adventure|Drama,7.19999981,"A young boy encounters a magical garden which enables him to travel through time and meet his relatives from different eras, with guidance by his younger sister from the future.",1430,730000,20/07/2018,3108,0,No,1
2018,At Eternity's Gate,tt6938828,111,Biography|Drama,7.0999999,"A look at the life of painter Vincent van Gogh during the time he lived in Arles and Auvers-sur-Oise, France.",2258,2160000,,547,0,No,1
2018,Period. End of Sentence.,tt6939026,26,Documentary|Short,7.80000019,"In a rural village outside Delhi, India, women lead a quiet revolution. They fight against the deeply rooted stigma of menstruation. ""Period. End of Sentence."" -- a documentary short ... See full summary »",30,,,,0,No,1
2018,Green Book,tt6966692,130,Biography|Comedy|Drama,8.30000019,A working-class Italian-American bouncer becomes the driver of an African-American classical pianist on a tour of venues through the 1960s American South.,28260,42470000,16/11/2018,20,10,No,5
2018,Late Afternoon,tt7077824,10,Animation|Short,7.4000001,"An elderly woman drifts back through her memories. She exists between two states, the past and the present.",286,,,,0,No,1
2018,If Beale Street Could Talk,tt7125860,119,Crime|Drama|Romance,7.80000019,A woman in Harlem embraces her pregnancy while she and her family struggle to prove her fiancé innocent of a crime.,5520,10910000,25/12/2018,65,19,No,3
2018,Skin,tt7332306,20,Short|Drama,7.19999981,"A small supermarket in a blue collar town, a black man smiles at a 10 year old white boy across the checkout aisle. This innocuous moment sends two gangs into a ruthless war that ends with a shocking backlash.",174,,,,0,No,1
2018,BlacKkKlansman,tt7349662,135,Biography|Crime|Drama,7.5999999,"Ron Stallworth, an African American police officer from Colorado Springs, CO, successfully manages to infiltrate the local Ku Klux Klan branch with the help of a Jewish surrogate who eventually becomes its leader. Based on actual events.",87381,48270000,10/08/2018,50,5,No,6
2018,Weekends,tt7375186,16,Animation|Short|Drama,7.4000001,'Weekends' is the story of a young boy shuffling between the homes of his recently divorced parents. Surreal dream-like moments mix with the domestic realities of a broken up family in this hand animated film set in 1980's Toronto.,193,,19/04/2018,,0,No,1
